Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee
6.0,Wed,2018-09-26,22:00,Valencia,1.1,1–1,0.4,Celta Vigo,35945.0,Estadio de Mestalla,Ricardo de Burgos
6.0,Thu,2018-09-27,20:00,Alavés,1.7,1–1,1.1,Getafe,18373.0,Estadio de Mendizorroza,Eduardo Prieto
6.0,Thu,2018-09-27,20:00,Valladolid,1.0,2–1,0.8,Levante,16440.0,Estadio Municipal José Zorrilla,David Medié
6.0,Thu,2018-09-27,22:00,Girona,0.8,0–1,1.6,Betis,11358.0,Estadi Municipal de Montilivi,José González
7.0,Fri,2018-09-28,21:00,Rayo Vallecano,1.3,2–2,1.5,Espanyol,12100.0,Estadio del Rayo Vallecano,Hsu Jason
7.0,Sat,2018-09-29,13:00,Real Sociedad,1.3,0–1,0.9,Valencia,23577.0,Estadio Municipal de Anoeta,Jesús Gil
7.0,Sat,2018-09-29,16:15,Barcelona,3.2,1–1,0.9,Athletic Club,78015.0,Camp Nou,Santiago Jaime
7.0,Sat,2018-09-29,18:30,Eibar,0.8,1–3,2.0,Sevilla,5443.0,Estadio Municipal de Ipurúa,Daniel Ask
7.0,Sat,2018-09-29,20:45,Real Madrid,1.2,0–0,0.8,Atlético Madrid,78642.0,Estadio Santiago Bernabéu,Juan Martínez
7.0,Sun,2018-09-30,12:00,Huesca,1.5,1–1,1.7,Girona,6779.0,Estadio El Alcoraz,Adrián Cordero
7.0,Sun,2018-09-30,16:15,Villarreal,2.8,0–1,0.8,Valladolid,15602.0,Estadio de la Cerámica,Ignacio Iglesias
7.0,Sun,2018-09-30,18:30,Levante,1.6,2–1,0.9,Alavés,20239.0,Estadio Ciudad de Valencia,Mario Melero
7.0,Sun,2018-09-30,20:45,Betis,1.7,1–0,0.5,Leganés,48115.0,Estadio Benito Villamarín,José Sánchez
7.0,Mon,2018-10-01,21:00,Celta Vigo,0.5,1–1,1.2,Getafe,14330.0,Estadio de Balaídos,Guillermo Cuadra
8.0,Fri,2018-10-05,21:00,Athletic Club,1.4,1–3,2.2,Real Sociedad,46884.0,San Mamés,Alejandro Hernández
8.0,Sat,2018-10-06,13:00,Girona,1.2,2–3,1.7,Eibar,10569.0,Estadi Municipal de Montilivi,Eduardo Prieto
8.0,Sat,2018-10-06,16:15,Getafe,1.1,0–1,1.0,Levante,9557.0,Coliseum Alfonso Pérez,José Luis Munuera
8.0,Sat,2018-10-06,18:30,Alavés,1.1,1–0,0.8,Real Madrid,19461.0,Estadio de Mendizorroza,Santiago Jaime
8.0,Sat,2018-10-06,20:45,Leganés,0.9,1–0,0.4,Rayo Vallecano,11539.0,Estadio Municipal de Butarque,David Medié
8.0,Sun,2018-10-07,12:00,Valladolid,0.8,1–0,0.6,Huesca,17300.0,Estadio Municipal José Zorrilla,Antonio Matéu Lahoz
8.0,Sun,2018-10-07,16:15,Atlético Madrid,0.6,1–0,0.3,Betis,63786.0,Estadio Wanda Metropolitano,Alberto Undiano
8.0,Sun,2018-10-07,18:30,Sevilla,1.8,2–1,0.7,Celta Vigo,38068.0,Estadio Ramón Sánchez Pizjuán,Pablo González
8.0,Sun,2018-10-07,18:30,Espanyol,2.4,3–1,1.5,Villarreal,20032.0,RCDE Stadium,Ricardo de Burgos
8.0,Sun,2018-10-07,20:45,Valencia,1.5,1–1,0.4,Barcelona,46249.0,Estadio de Mestalla,José González
9.0,Fri,2018-10-19,21:00,Celta Vigo,0.9,0–1,0.9,Alavés,15627.0,Estadio de Balaídos,Carlos del Cerro
9.0,Sat,2018-10-20,13:00,Real Madrid,2.9,1–2,2.0,Levante,63423.0,Estadio Santiago Bernabéu,Guillermo Cuadra
9.0,Sat,2018-10-20,16:15,Valencia,1.3,1–1,1.0,Leganés,35597.0,Estadio de Mestalla,Ignacio Iglesias
9.0,Sat,2018-10-20,18:30,Villarreal,1.9,1–1,1.4,Atlético Madrid,17518.0,Estadio de la Cerámica,Daniel Ask
9.0,Sat,2018-10-20,20:45,Barcelona,2.5,4–2,2.2,Sevilla,88712.0,Camp Nou,Juan Martínez
9.0,Sun,2018-10-21,12:00,Rayo Vallecano,0.4,1–2,0.5,Getafe,12040.0,Estadio del Rayo Vallecano,Mario Melero
9.0,Sun,2018-10-21,16:15,Eibar,1.9,1–1,0.7,Athletic Club,6475.0,Estadio Municipal de Ipurúa,Jesús Gil
9.0,Sun,2018-10-21,18:30,Huesca,0.4,0–2,1.7,Espanyol,6943.0,Estadio El Alcoraz,Eduardo Prieto
9.0,Sun,2018-10-21,20:45,Betis,0.9,0–1,0.4,Valladolid,42581.0,Estadio Benito Villamarín,Hsu Jason
9.0,Mon,2018-10-22,21:00,Real Sociedad,0.6,0–0,0.9,Girona,20997.0,Estadio Municipal de Anoeta,Pablo González
3.0,Wed,2018-10-24,19:00,Rayo Vallecano,1.3,1–1,1.3,Athletic Club,11850.0,Estadio del Rayo Vallecano,Guillermo Cuadra
10.0,Fri,2018-10-26,21:00,Valladolid,1.1,1–1,0.5,Espanyol,18231.0,Estadio Municipal José Zorrilla,Adrián Cordero
10.0,Sat,2018-10-27,13:00,Girona,2.4,2–1,1.6,Rayo Vallecano,6618.0,Estadi Municipal de Montilivi,José Luis Munuera
10.0,Sat,2018-10-27,16:15,Athletic Club,0.7,0–0,0.5,Valencia,39261.0,San Mamés,Alberto Undiano
10.0,Sat,2018-10-27,18:30,Levante,1.3,2–0,1.4,Leganés,19754.0,Estadio Ciudad de Valencia,Ricardo de Burgos
10.0,Sat,2018-10-27,18:30,Celta Vigo,0.8,4–0,1.7,Eibar,15509.0,Estadio de Balaídos,José González
10.0,Sat,2018-10-27,20:45,Atlético Madrid,1.4,2–0,0.3,Real Sociedad,57514.0,Estadio Wanda Metropolitano,Antonio Matéu Lahoz
10.0,Sun,2018-10-28,12:00,Getafe,2.2,2–0,0.5,Betis,12086.0,Coliseum Alfonso Pérez,Santiago Jaime
10.0,Sun,2018-10-28,16:15,Barcelona,3.0,5–1,2.1,Real Madrid,93265.0,Camp Nou,José Sánchez
10.0,Sun,2018-10-28,18:30,Alavés,1.9,2–1,1.3,Villarreal,16956.0,Estadio de Mendizorroza,Guillermo Cuadra
10.0,Sun,2018-10-28,20:45,Sevilla,1.7,2–1,0.8,Huesca,33022.0,Estadio Ramón Sánchez Pizjuán,David Medié
11.0,Sat,2018-11-03,13:00,Leganés,1.3,1–1,0.4,Atlético Madrid,12319.0,Estadio Municipal de Butarque,Mario Melero
11.0,Sat,2018-11-03,16:15,Real Madrid,2.2,2–0,0.9,Valladolid,68050.0,Estadio Santiago Bernabéu,Jesús Gil
11.0,Sat,2018-11-03,18:30,Valencia,2.3,0–1,0.3,Girona,38745.0,Estadio de Mestalla,Hsu Jason
11.0,Sat,2018-11-03,20:45,Rayo Vallecano,1.6,2–3,1.9,Barcelona,13785.0,Estadio del Rayo Vallecano,Alejandro Hernández
11.0,Sun,2018-11-04,12:00,Eibar,1.5,2–1,0.6,Alavés,5660.0,Estadio Municipal de Ipurúa,Ignacio Iglesias
11.0,Sun,2018-11-04,16:15,Villarreal,1.2,1–1,0.5,Levante,16499.0,Estadio de la Cerámica,Carlos del Cerro
11.0,Sun,2018-11-04,18:30,Huesca,1.3,1–1,0.5,Getafe,6420.0,Estadio El Alcoraz,Juan Martínez
11.0,Sun,2018-11-04,18:30,Real Sociedad,0.6,0–0,0.4,Sevilla,24882.0,Estadio Municipal de Anoeta,Eduardo Prieto
11.0,Sun,2018-11-04,20:45,Betis,1.7,3–3,2.1,Celta Vigo,42130.0,Estadio Benito Villamarín,Daniel Ask
11.0,Mon,2018-11-05,21:00,Espanyol,1.5,1–0,0.5,Athletic Club,14328.0,RCDE Stadium,Pablo González
12.0,Fri,2018-11-09,21:00,Levante,1.3,1–3,1.2,Real Sociedad,19890.0,Estadio Ciudad de Valencia,David Medié
12.0,Sat,2018-11-10,13:00,Valladolid,0.5,0–0,1.1,Eibar,16038.0,Estadio Municipal José Zorrilla,Guillermo Cuadra
12.0,Sat,2018-11-10,16:15,Getafe,1.5,0–1,2.2,Valencia,10011.0,Coliseum Alfonso Pérez,Ricardo de Burgos
12.0,Sat,2018-11-10,18:30,Atlético Madrid,1.1,3–2,1.9,Athletic Club,59321.0,Estadio Wanda Metropolitano,José Sánchez
12.0,Sat,2018-11-10,20:45,Girona,0.4,0–0,1.1,Leganés,9874.0,Estadi Municipal de Montilivi,Adrián Cordero
12.0,Sun,2018-11-11,12:00,Alavés,1.3,2–1,0.9,Huesca,18437.0,Estadio de Mendizorroza,José Luis Munuera
12.0,Sun,2018-11-11,16:15,Barcelona,3.8,3–4,2.3,Betis,83174.0,Camp Nou,Antonio Matéu Lahoz
12.0,Sun,2018-11-11,18:30,Sevilla,4.1,2–1,0.8,Espanyol,38769.0,Estadio Ramón Sánchez Pizjuán,Santiago Jaime
12.0,Sun,2018-11-11,18:30,Rayo Vallecano,2.3,2–2,0.9,Villarreal,11840.0,Estadio del Rayo Vallecano,José González
12.0,Sun,2018-11-11,20:45,Celta Vigo,0.9,2–4,2.5,Real Madrid,21184.0,Estadio de Balaídos,Alberto Undiano
13.0,Fri,2018-11-23,21:00,Leganés,0.9,1–0,0.4,Alavés,9863.0,Estadio Municipal de Butarque,Hsu Jason
13.0,Sat,2018-11-24,13:00,Eibar,2.8,3–0,1.1,Real Madrid,6435.0,Estadio Municipal de Ipurúa,Juan Martínez
13.0,Sat,2018-11-24,16:15,Valencia,1.9,3–0,0.8,Rayo Vallecano,37814.0,Estadio de Mestalla,Pablo González
13.0,Sat,2018-11-24,18:30,Huesca,2.8,2–2,1.0,Levante,6459.0,Estadio El Alcoraz,Daniel Ask
13.0,Sat,2018-11-24,20:45,Atlético Madrid,0.2,1–1,0.6,Barcelona,67204.0,Estadio Wanda Metropolitano,Jesús Gil
13.0,Sun,2018-11-25,12:00,Athletic Club,0.6,1–1,2.0,Getafe,39821.0,San Mamés,Ignacio Iglesias
13.0,Sun,2018-11-25,16:15,Sevilla,1.3,1–0,0.7,Valladolid,34064.0,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro
13.0,Sun,2018-11-25,18:30,Espanyol,2.4,1–3,2.2,Girona,22716.0,RCDE Stadium,Alejandro Hernández
13.0,Sun,2018-11-25,20:45,Villarreal,0.9,2–1,0.9,Betis,16028.0,Estadio de la Cerámica,Eduardo Prieto
13.0,Mon,2018-11-26,21:00,Real Sociedad,1.9,2–1,0.5,Celta Vigo,17744.0,Estadio Municipal de Anoeta,Mario Melero
14.0,Fri,2018-11-30,21:00,Rayo Vallecano,1.2,1–0,1.0,Eibar,11257.0,Estadio del Rayo Vallecano,Alberto Undiano
14.0,Sat,2018-12-01,13:00,Celta Vigo,2.3,2–0,1.2,Huesca,13463.0,Estadio de Balaídos,Adrián Cordero
14.0,Sat,2018-12-01,16:15,Valladolid,1.7,2–4,1.7,Leganés,16783.0,Estadio Municipal José Zorrilla,David Medié
14.0,Sat,2018-12-01,18:30,Getafe,1.4,3–0,1.1,Espanyol,9287.0,Coliseum Alfonso Pérez,Antonio Matéu Lahoz
14.0,Sat,2018-12-01,20:45,Real Madrid,0.8,2–0,0.8,Valencia,69653.0,Estadio Santiago Bernabéu,José González
14.0,Sun,2018-12-02,12:00,Betis,1.3,1–0,1.3,Real Sociedad,46562.0,Estadio Benito Villamarín,Guillermo Cuadra
14.0,Sun,2018-12-02,16:15,Girona,1.5,1–1,1.6,Atlético Madrid,12104.0,Estadi Municipal de Montilivi,Ricardo de Burgos
14.0,Sun,2018-12-02,18:30,Barcelona,1.0,2–0,1.1,Villarreal,73003.0,Camp Nou,José Luis Munuera
14.0,Sun,2018-12-02,20:45,Alavés,1.0,1–1,1.7,Sevilla,17848.0,Estadio de Mendizorroza,José Sánchez
14.0,Mon,2018-12-03,21:00,Levante,1.9,3–0,1.1,Athletic Club,19928.0,Estadio Ciudad de Valencia,Santiago Jaime
15.0,Fri,2018-12-07,21:00,Leganés,1.7,1–1,0.9,Getafe,11327.0,Estadio Municipal de Butarque,Pablo González
15.0,Sat,2018-12-08,13:00,Atlético Madrid,2.7,3–0,1.4,Alavés,55810.0,Estadio Wanda Metropolitano,Alejandro Hernández
15.0,Sat,2018-12-08,16:15,Valencia,1.2,1–1,1.7,Sevilla,40057.0,Estadio de Mestalla,Daniel Ask
15.0,Sat,2018-12-08,18:30,Villarreal,1.6,2–3,2.0,Celta Vigo,15720.0,Estadio de la Cerámica,Jesús Gil
15.0,Sat,2018-12-08,20:45,Espanyol,1.1,0–4,2.9,Barcelona,24037.0,RCDE Stadium,Carlos del Cerro
15.0,Sun,2018-12-09,12:00,Eibar,4.2,4–4,2.2,Levante,5328.0,Estadio Municipal de Ipurúa,Hsu Jason
15.0,Sun,2018-12-09,16:15,Huesca,1.2,0–1,0.4,Real Madrid,7341.0,Estadio El Alcoraz,Mario Melero
15.0,Sun,2018-12-09,18:30,Real Sociedad,2.4,1–2,1.0,Valladolid,23260.0,Estadio Municipal de Anoeta,Ignacio Iglesias
15.0,Sun,2018-12-09,20:45,Betis,1.7,2–0,1.2,Rayo Vallecano,40218.0,Estadio Benito Villamarín,Juan Martínez
15.0,Mon,2018-12-10,21:00,Athletic Club,2.1,1–0,0.2,Girona,34060.0,San Mamés,Eduardo Prieto
16.0,Fri,2018-12-14,21:00,Celta Vigo,1.2,0–0,0.7,Leganés,15134.0,Estadio de Balaídos,José Luis Munuera
16.0,Sat,2018-12-15,13:00,Getafe,0.4,1–0,0.8,Real Sociedad,9018.0,Coliseum Alfonso Pérez,Santiago Jaime
16.0,Sat,2018-12-15,16:15,Valladolid,0.8,2–3,1.9,Atlético Madrid,22585.0,Estadio Municipal José Zorrilla,Alberto Undiano
16.0,Sat,2018-12-15,18:30,Real Madrid,1.2,1–0,0.7,Rayo Vallecano,55229.0,Estadio Santiago Bernabéu,Ricardo de Burgos
16.0,Sat,2018-12-15,20:45,Eibar,1.6,1–1,2.1,Valencia,4491.0,Estadio Municipal de Ipurúa,Adrián Cordero
16.0,Sun,2018-12-16,12:00,Sevilla,2.1,2–0,1.0,Girona,33542.0,Estadio Ramón Sánchez Pizjuán,Guillermo Cuadra
16.0,Sun,2018-12-16,16:15,Espanyol,0.6,1–3,1.7,Betis,20275.0,RCDE Stadium,José Sánchez
16.0,Sun,2018-12-16,18:30,Huesca,4.2,2–2,1.7,Villarreal,6455.0,Estadio El Alcoraz,David Medié
16.0,Sun,2018-12-16,20:45,Levante,1.0,0–5,3.7,Barcelona,23736.0,Estadio Ciudad de Valencia,José González
16.0,Mon,2018-12-17,21:00,Alavés,0.5,0–0,0.3,Athletic Club,19349.0,Estadio de Mendizorroza,Antonio Matéu Lahoz
17.0,Fri,2018-12-21,19:30,Girona,1.4,1–1,0.6,Getafe,8450.0,Estadi Municipal de Montilivi,Hsu Jason
17.0,Fri,2018-12-21,21:00,Real Sociedad,1.1,0–1,0.8,Alavés,22431.0,Estadio Municipal de Anoeta,Daniel Ask
17.0,Sat,2018-12-22,13:00,Betis,1.5,1–1,2.3,Eibar,49426.0,Estadio Benito Villamarín,Carlos del Cerro
17.0,Sat,2018-12-22,16:15,Atlético Madrid,1.0,1–0,0.8,Espanyol,58069.0,Estadio Wanda Metropolitano,Mario Melero
17.0,Sat,2018-12-22,18:30,Barcelona,1.4,2–0,0.6,Celta Vigo,78686.0,Camp Nou,Eduardo Prieto
17.0,Sat,2018-12-22,20:45,Athletic Club,1.1,1–1,0.6,Valladolid,42633.0,San Mamés,José Sánchez
17.0,Sun,2018-12-23,12:00,Valencia,3.2,2–1,2.3,Huesca,36547.0,Estadio de Mestalla,Jesús Gil
17.0,Sun,2018-12-23,16:15,Leganés,1.3,1–1,0.7,Sevilla,11321.0,Estadio Municipal de Butarque,Alejandro Hernández
17.0,Sun,2018-12-23,18:30,Rayo Vallecano,2.5,2–1,1.0,Levante,11206.0,Estadio del Rayo Vallecano,Ignacio Iglesias
17.0,Thu,2019-01-03,21:30,Villarreal,1.2,2–2,1.6,Real Madrid,19903.0,Estadio de la Cerámica,Pablo González
18.0,Fri,2019-01-04,19:00,Levante,1.6,2–2,1.4,Girona,19415.0,Estadio Ciudad de Valencia,Alberto Undiano
18.0,Fri,2019-01-04,21:00,Espanyol,1.3,1–0,0.4,Leganés,15085.0,RCDE Stadium,José González
18.0,Sat,2019-01-05,13:00,Valladolid,1.8,0–1,1.0,Rayo Vallecano,17261.0,Estadio Municipal José Zorrilla,Adrián Cordero
18.0,Sat,2019-01-05,16:15,Alavés,1.9,2–1,1.1,Valencia,18304.0,Estadio de Mendizorroza,David Medié
18.0,Sat,2019-01-05,20:45,Huesca,1.5,2–1,1.1,Betis,6135.0,Estadio El Alcoraz,Ricardo de Burgos
18.0,Sun,2019-01-06,12:00,Eibar,1.8,0–0,1.2,Villarreal,4141.0,Estadio Municipal de Ipurúa,Santiago Jaime
18.0,Sun,2019-01-06,16:15,Sevilla,1.4,1–1,0.7,Atlético Madrid,38603.0,Estadio Ramón Sánchez Pizjuán,Antonio Matéu Lahoz
18.0,Sun,2019-01-06,18:30,Real Madrid,2.6,0–2,2.3,Real Sociedad,53412.0,Estadio Santiago Bernabéu,José Luis Munuera
18.0,Sun,2019-01-06,20:45,Getafe,1.2,1–2,1.5,Barcelona,14721.0,Coliseum Alfonso Pérez,Guillermo Cuadra
18.0,Mon,2019-01-07,21:00,Celta Vigo,1.5,1–2,1.8,Athletic Club,13266.0,Estadio de Balaídos,Juan Martínez
19.0,Fri,2019-01-11,21:00,Rayo Vallecano,2.0,4–2,1.3,Celta Vigo,11465.0,Estadio del Rayo Vallecano,Hsu Jason
19.0,Sat,2019-01-12,13:00,Leganés,2.0,1–0,0.5,Huesca,10341.0,Estadio Municipal de Butarque,Mario Melero
19.0,Sat,2019-01-12,16:15,Valencia,3.5,1–1,0.2,Valladolid,36912.0,Estadio de Mestalla,Ignacio Iglesias
19.0,Sat,2019-01-12,18:30,Girona,0.6,1–1,1.1,Alavés,10303.0,Estadi Municipal de Montilivi,José Sánchez
19.0,Sat,2019-01-12,20:45,Villarreal,2.3,1–2,0.9,Getafe,13671.0,Estadio de la Cerámica,Daniel Ask
19.0,Sun,2019-01-13,12:00,Atlético Madrid,2.5,1–0,0.7,Levante,57093.0,Estadio Wanda Metropolitano,Eduardo Prieto
19.0,Sun,2019-01-13,16:15,Athletic Club,0.9,2–0,0.7,Sevilla,41342.0,San Mamés,Pablo González
19.0,Sun,2019-01-13,18:30,Barcelona,1.1,3–0,0.9,Eibar,71039.0,Camp Nou,Jesús Gil
19.0,Sun,2019-01-13,20:45,Betis,0.8,1–2,0.7,Real Madrid,54187.0,Estadio Benito Villamarín,Alejandro Hernández
19.0,Mon,2019-01-14,21:00,Real Sociedad,2.6,3–2,2.1,Espanyol,17301.0,Estadio Municipal de Anoeta,Carlos del Cerro
20.0,Fri,2019-01-18,21:00,Getafe,2.0,4–0,0.4,Alavés,8748.0,Coliseum Alfonso Pérez,José Luis Munuera
20.0,Sat,2019-01-19,16:15,Real Madrid,1.5,2–0,0.5,Sevilla,68232.0,Estadio Santiago Bernabéu,Antonio Matéu Lahoz
20.0,Sat,2019-01-19,18:30,Huesca,1.3,0–3,2.5,Atlético Madrid,7106.0,Estadio El Alcoraz,Guillermo Cuadra
20.0,Sat,2019-01-19,20:45,Celta Vigo,0.8,1–2,1.2,Valencia,15668.0,Estadio de Balaídos,José González
20.0,Sun,2019-01-20,12:00,Betis,1.4,3–2,0.8,Girona,47218.0,Estadio Benito Villamarín,Adrián Cordero
20.0,Sun,2019-01-20,16:15,Villarreal,1.1,1–1,0.5,Athletic Club,17054.0,Estadio de la Cerámica,Alberto Undiano
20.0,Sun,2019-01-20,18:30,Levante,1.5,2–0,1.5,Valladolid,19107.0,Estadio Ciudad de Valencia,Santiago Jaime
20.0,Sun,2019-01-20,18:30,Rayo Vallecano,0.9,2–2,1.6,Real Sociedad,12562.0,Estadio del Rayo Vallecano,David Medié
20.0,Sun,2019-01-20,20:45,Barcelona,1.8,3–1,0.9,Leganés,50670.0,Camp Nou,Ricardo de Burgos
20.0,Mon,2019-01-21,21:00,Eibar,1.6,3–0,0.9,Espanyol,3592.0,Estadio Municipal de Ipurúa,Juan Martínez
21.0,Sat,2019-01-26,13:00,Sevilla,4.6,5–0,0.9,Levante,34220.0,Estadio Ramón Sánchez Pizjuán,Hsu Jason
21.0,Sat,2019-01-26,16:15,Atlético Madrid,1.1,2–0,0.3,Getafe,55709.0,Estadio Wanda Metropolitano,Ignacio Iglesias
